brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Total Stock
Lenovo,ThinkBook 14 G4 ABA,14 Inches,,256 GB,Ryzen 5,8 GB,Windows 11,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,," $3,447.23 ",22,75839.06,454
Dell,Precision 7760 Laptop,17.3 Inches,Silver,2000 GB,Core i7,32 GB,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A4000,,,5, $911.99 ,34,31007.66,520
Alienware,Dell Alienware Area 51M,17.3 Inches,,1512 GB,Unknown,32 GB,Windows 10,Anti-glare,Dedicated,NVIDIA ®,,4," $1,949.99 ",22,42899.78,248
HP,ZBook Studio 16 G9,16 Inches,,1 TB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"GeForce RTX 3070 Ti,Iris Xe Graphics",NVIDIA Intel GeForce RTX 3070 Ti Iris Xe Graphics,,, $772.20 ,25,19305,234
Gigabyte,AERO 17 XE5-73US738HP,17.3 Inches,Silver,2 TB,Intel Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3070 Ti,,3.5," $2,069.00 ",38,78622,299
Dell,Latitude 7420,14 Inches,,,Core i5,8 GB,Windows 10 Pro,,Integrated,,,2.6," $3,417.95 ",49,167479.55,445
Dell,Dell XPS 15 7590 Laptop,15.6 Inches,Silver,1 TB,Core i7,32 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650,,3.7," $2,701.64 ",59,159396.76,377
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $389.99 ,58,22619.42,236
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $459.99 ,55,25299.45,429
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $2,357.99 ",28,66023.72,497
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,050.66 ",44,46229.04,442
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $801.99 ,64,51327.36,388
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $459.99 ,28,12879.72,148
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,, $589.99 ,37,21829.63,517
HP,HP Omen,17.3 Inches,Shadow Black,2 TB,Core i7 Family,64 GB,Windows 10 Pro,"High Definition Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,,," $2,815.30 ",58,163287.4,251
Lenovo,Lenovo Thinkpad,14 Inches,Black,,Core i5,8 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.7 GHz,1," $4,277.34 ",53,226699.02,501
Lenovo,,15.6 Inches,Platinum Gray,1 TB,Core i3,8 GB,Windows 10,,,,2.2 GHz,3.8, $159.95 ,62,9916.9,281
Lenovo,,,Black,1.92 TB,,,,Portable,,,,, $389.99 ,60,23399.4,515
Dell,XPS 9305 Laptop,13.3 Inches,Platinum Silver,256 GB,Core i5,8 GB,Windows 10 Home,Wifi & Bluetooth,Integrated,,,, $899.99 ,18,16199.82,189
Dell,Latitude 9330 2-in-1,13.3 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $459.99 ,28,12879.72,503
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,599.00 ",25,39975,263
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $589.99 ,37,21829.63,324
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",25,42475,279
Lenovo,T420,14 Inches,,320 GB,Core i5,4 GB,Windows 7,HD Audio,Integrated,ATI Mobility Radeon 7500,,3.9, $589.99 ,50,29499.5,279
Dell,Dell Latitude 5520,15.6 Inches,Silver,2 TB,Intel Core i5,32 GB,Windows 11 Home,,Dedicated,Intel Iris Xe Graphics,,4.2," $1,470.77 ",34,50006.18,419
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $639.99 ,12,7679.88,354
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $195.00 ,55,10725,526
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $589.99 ,53,31269.47,455
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $620.64 ,42,26066.88,139
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $2,013.50 ",30,60405,352
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,14,5459.86,201
Dell,Vostro 7620 Laptop,16 Inches,Black,1000 GB,Core i7,24 GB,Windows 10 Pro,,Integrated,NVIDIA GeForce RTX 3050,,, $401.99 ,44,17687.56,382
Gigabyte,AORUS 15G XC-8US2430SH,15 Inches,Black,512 GB,Intel Mobile CPU,32 GB,Windows 10 Home,Anti-glare,Dedicated,,,4.1, $899.99 ,59,53099.41,311
Dell,Inspiron 3515 Laptop,15.6 Inches,Platinum Silver,256 GB,AMD Ryzen 7,8 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,, $389.99 ,48,18719.52,186
Lenovo,ThinkPad T15p Gen 3,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,GeForce RTX 3050,,,," $1,699.00 ",21,35679,150
Lenovo,ThinkPad L14 Gen 3,14 Inches,,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,, $219.00 ,23,5037,398
ASUS,ROG Strix G15,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10 Home,,Dedicated,NVIDIA ® GeForce RTX™ 2060,,4.4, $399.00 ,15,5985,468
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $2,249.99 ",41,92249.59,192
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $3,378.36 ",12,40540.32,456
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,366.99 ",19,25972.81,347
Dell,Dell Latitude,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.9 GHz,, $534.87 ,46,24604.02,264
Dell,Dell XPS 15 9520,15.6 Inches,Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,, $639.99 ,22,14079.78,409
HP,HP Omen 16 Gaming Laptop,16.1 Inches,Shadow Black,4 TB,Core i7 Family,64 GB,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,,," $1,699.00 ",63,107037,271
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $2,999.00 ",32,95968,323
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $1,599.00 ",65,103935,293
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,320.86 ",28,36984.08,349
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $839.00 ,20,16780,496
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $289.99 ,51,14789.49,220
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,42,24779.58,371
Lenovo,ThinkPad X1 Yoga Gen 7,14 Inches,,512 GB,Core i7,16 GB,Windows 11,Information Not Available,Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,599.00 ",43,68757,209
Dell,Dell Precision 7760 Laptop,17 Inches,Silver,2 TB,Intel Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA RTX A3000 6GB GDDR6,,, $589.99 ,53,31269.47,270
Latitude,E7440,14 Inches,,256 GB,Core i5,8 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics,,2.7, $589.99 ,42,24779.58,239
Dell,XPS 15 7590,15.6 Inches,,512 GB,,16 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650,4.5 GHz,3.6, $602.47 ,17,10241.99,109
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,64 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 3050 Ti,,, $589.99 ,31,18289.69,273
Dell,Latitude 3340,13.3 Inches,,500 GB,Core i3,4 GB,Windows 7 Professional,Memory Card Slot,Integrated,Intel HD Graphics 4400,,3.3, $589.99 ,39,23009.61,212
Lenovo,Lenovo ThinkBook Plus,13.3 Inches,Iron Gray,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,,1," $1,044.77 ",47,49104.19,240
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,944.65 ",48,93343.2,435
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,436.81 ",62,89082.22,152
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,246.60 ",21,26178.6,204
Dell,Latitude 5430 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $389.99 ,17,6629.83,426
Dell,Latitude 5420,14 Inches,Gray,1 TB,Core i5 Family,64 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,,4.5, $589.99 ,38,22419.62,528
HP,Dragonfly Folio G3,13.5 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,"Corning Gorilla Glass 7, Miracast Technology",Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,699.00 ",21,35679,405
Dell,Dell Latitude,12 Inches,,,Core i7 6600U,8 GB,Windows 10 Pro,,Integrated,Intel HD Graphics 520,2.6 GHz,4, $275.00 ,12,3300,340
Lenovo,ThinkBook 13s G4 IAP,13.3 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,,Integrated,Intel,1.7 GHz,, $999.99 ,54,53999.46,523
Dell,Latitude 9520,15 Inches,,512 GB,Core i7 Family,16 GB,Windows 10 Pro,,Integrated,Integrated Iris Xe Graphics,3 GHz,," $1,787.62 ",25,44690.5,386
Dell,G15 5521 Laptop,15.6 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3070 Ti,,," $2,102.99 ",27,56780.73,223
Dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,2000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 4070,,, $639.99 ,52,33279.48,133
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",29,46371,313
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $999.99 ,34,33999.66,367
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,638.95 ",41,67196.95,269
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $975.99 ,19,18543.81,287
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,557.79 ",32,49849.28,338
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $656.85 ,22,14450.7,177
Dell,Precision 7770,17 Inches,,1.5 TB,Intel Core i7,64 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,,," $1,599.00 ",52,83148,151
Alienware,R1,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,Anti-glare,Integrated,,,3.9, $589.99 ,46,27139.54,446
MSI,GS66 Stealth 10UE-498,15.6 Inches,Core Black,2 TB,Core i7 Family,32 GB,Windows 10 Home,Anti-glare,Dedicated,,,3.7, $639.99 ,39,24959.61,212
Dell,Dell Inspiron,14 Inches,Silver,256 GB,Core i7,16 GB,Windows 10,Backlit Kb,Integrated,,,, $699.00 ,36,25164,193
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $589.99 ,51,30089.49,510
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,699.00 ",52,88348,527
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,576.57 ",46,72522.22,174
Lenovo,X230,12.5 Inches,Black,128 GB,Core i5,4 GB,Windows 7 Professional,Fingerprint Reader,Integrated,,,3.6, $179.00 ,46,8234,159
Dell,Precision 7770,17.3 Inches,,512 GB,Core i7 Family,64 GB,Windows 10 Pro,Anti-glare,Dedicated,NVIDIA RTX A3000 12GB GDDR6,,," $1,599.00 ",50,79950,202
Dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $589.99 ,28,16519.72,335
Dell,Dell XPS 13 9300,11.6 Inches,,256 GB,Unknown,8 GB,Windows 10,,Integrated,Intel,3.6 GHz,3, $639.99 ,27,17279.73,417
Dell,XPS 9520 Laptop,15.6 Inches,Platinum Silver,512 GB,Core i7,16 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050,,," $1,155.99 ",39,45083.61,231
Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,, $589.99 ,50,29499.5,253
Dell,Latitude 5530 Laptop,15.6 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $389.99 ,23,8969.77,264
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $777.02 ,20,15540.4,464
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $569.77 ,46,26209.42,451
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,012.99 ",25,25324.75,451
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $389.99 ,45,17549.55,212
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,999.00 ",54,107946,218
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,499.00 ",34,50966,267
Dell,Latitude 3520,15.6 Inches,,256 GB,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,2.4 GHz,," $3,611.89 ",60,216713.4,388
Dell,Chromebook 11 3000,11.6 Inches,Black,,Celeron,4 GB,Chrome OS,Anti-glare Screen,"HD Graphics, Integrated",Intel HD Graphics,,, $286.43 ,26,7447.18,263
hp,HP Omen,15.6 Inches,Black,512 GB,Corei7-10750H,16 GB,Windows 10,Anti-glare,Dedicated,,,4.5," $1,599.00 ",54,86346,450
Elo,EloPOS,22 Inches,Black,,Core i5,8 GB,Linux,,,,,," $3,799.99 ",31,117799.69,473
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3080,,5, $999.99 ,17,16999.83,325
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,125.99 ",50,56299.5,315
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $999.99 ,27,26999.73,195
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,026.13 ",27,27705.51,432
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $2,499.00 ",64,159936,145
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,239.77 ",63,78105.51,310
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $999.99 ,35,34999.65,372
Lenovo,ThinkPad P15 Gen 1 with Nvidia Quadro RTX 4000 Max-Q Design,15.6 Inches,Black,1 TB,Core i7 Family,64 GB,Windows 10 Pro,,Dedicated,NVIDIA Quadro RTX 4000 with Max-Q Design 8GB GDDR6,,, $999.99 ,43,42999.57,180
Lenovo,Lenovo Thinkpad,14 Inches,Black,1 TB,Core i7,24 GB,Windows 10 Pro,"Anti-glare,Fingerprint Reader,Stereo Speakers",Integrated,,,3.7, $999.99 ,47,46999.53,346
LG,14T90P-K.AAB9U1,14 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Home,Lightweight,Integrated,,,4.1, $459.99 ,56,25759.44,321
Dell,Dell XPS 15 9520,15.6 Inches,Silver,512 GB,Core i7,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,," $1,599.00 ",18,28782,210
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $2,603.00 ",20,52060,427
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,38,14819.62,260
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $953.82 ,24,22891.68,191
Dell,Alienware X14 Laptop,14 Inches,Lunar Light,2000 GB,Core i7,32 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3060,,, $751.06 ,20,15021.2,496
Dell,Dell Inspiron,17.3 Inches,,2 TB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce MX230,,4.5," $1,649.95 ",53,87447.35,168
Dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,469.44 ",18,26449.92,280
Lenovo,ThinkPad L14 Gen 3,14 Inches,,256 GB,Core i5,8 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,," $2,102.99 ",39,82016.61,156
Dell,Latitude Rugged 5430 Laptop,14 Inches,Silver,512 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,799.00 ",20,35980,503
Dell,Latitude 9330 2-in-1,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,499.00 ",55,82445,362
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $589.99 ,42,24779.58,288
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $589.99 ,51,30089.49,357
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,680.56 ",53,89069.68,467
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $767.11 ,50,38355.5,494
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,749.99 ",64,111999.36,167
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,599.00 ",15,23985,330
Lenovo,21EM001GUS,13 Inches,Black,512 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,,,, $999.99 ,46,45999.54,135
Lenovo,Lenovo Thinkpad,17.3 Inches,,,Core i7,32 GB,Windows,Backlit Keyboard,Integrated,,,," $1,488.13 ",49,72918.37,151
Dell,Inspiron 3511,15.6 Inches,,1 TB,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,1 GHz,," $1,715.99 ",64,109823.36,385
Dell,Latitude,15.6 Inches,,512 GB,Core i7,8 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,, $629.49 ,40,25179.6,347
SAMSUNG,Galaxy Book Odyssey,15.6 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,NVIDIA GeForce RTX 3050 Ti Max-Q Graphics,,4.7, $899.99 ,21,18899.79,117
Alienware,AWm15-7830SLV-PUS,15.6 Inches,,1000 GB,Core i7 8750H,16 GB,Windows 10 Home,Anti-glare,Dedicated,NVIDIA GeForce GTX 1060,,4.1," $1,021.99 ",45,45989.55,200
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,, $459.99 ,12,5519.88,194
Dell,Inspiron 5625 Laptop,16 Inches,"Grey, Gray, Platinum Silver",512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,," $1,091.99 ",62,67703.38,482
Lenovo,ThinkPad,14 Inches,,256 GB,Core i5-5200U,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",Intel Graphics Integrated,,3.3," $1,699.00 ",35,59465,342
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $3,164.87 ",17,53802.79,470
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $589.99 ,41,24189.59,127
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $639.99 ,35,22399.65,223
Lenovo,13w Yoga,13.3 Inches,,256 GB,Ryzen 5,8 GB,Windows 11 Pro,Information Not Available,Radeon Graphics,AMD Radeon Graphics,,, $508.00 ,26,13208,402
Dell,Inspiron 3511,15.6 Inches,,1 TB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,, $589.99 ,60,35399.4,310
Dell,Latitude,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,"High Definition Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,5," $1,808.99 ",23,41606.77,151
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $1,839.00 ",27,49653,171
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $999.99 ,27,26999.73,221
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $369.00 ,49,18081,502
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $458.14 ,45,20616.3,525
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,009.99 ",59,59589.41,362
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $999.99 ,34,33999.66,383
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,," $1,749.33 ",57,99711.81,137
Dell,Latitude 3320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,599.00 ",58,92742,163
Dell,Latitude 7430 Laptop,14 Inches,Aluminum,1000 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,4," $1,599.00 ",21,33579,508
Lenovo,ThinkPad P15 Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,RTX A2000,,,," $1,247.21 ",57,71090.97,414
Dell,Inspiron 3515,15.6 Inches,,256 GB,AMD R Series,8 GB,Windows 10 Pro,,Integrated,AMD Radeon Graphics,2.1 GHz,, $212.32 ,18,3821.76,366
Dell,XPS 15 7590,15.6 Inches,,1 TB,Intel Core Duo,32 GB,Windows 10 Pro,"Chiclet,Fingerprint Reader",Dedicated,NVIDIA GeForce GTX 1650,,3," $3,466.81 ",31,107471.11,238
Dell,XPS 9320 Laptop,13.4 Inches,Black,2000 GB,Core i7,32 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,, $999.99 ,33,32999.67,373
Lenovo,ThinkPad E15,15.6 Inches,,1000 GB,Core i7,24 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.7 GHz,, $953.82 ,43,41014.26,267
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,269.99 ",32,40639.68,118
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $589.99 ,59,34809.41,502
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $589.99 ,21,12389.79,136
